General Area (State),General Area (City),Services Offered,Description,Marked for Cleaning,Distributor Name,lat,lng,Location,Distributor Contact (Phone)
Maharashtra,Pune,Plasma / Blood,Contact Person: Joshi Sir,,Poona Hospital,18.5204303,73.8567437,Pune,['+919890181654']
Maharashtra,Pune,Tiffin Services,,True,Barfi Box Cafe,18.5174268,73.9462585,,['+919820179632']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr Tushar Shah,18.5204303,73.8567437,Pune,['+919321469911']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Rizen Healthcare,18.4960206,73.8575984,"Shop No. 1, 2 & 3, Laxminarayan Apartment, Plot No. 30 Velankar Colony, Behind Laxmi Narayan Theatre & Shalimar Furniture, Mukund Nagar,Pune411009, Dist. Pune, Maharashtra","['+917774034318', '+919822062450', '+919822062450']"
Maharashtra,Pune,Hospital Beds,,,"S P Covid Center,",18.5997736,73.7346365,"Lakshmi Chowk, Hinjewadi, Pune",['+918668969184']
Maharashtra,Pune,Plasma / Blood,Contact Person: Dr Ramesh,,Jankalyan Blood Bank,18.5204303,73.8567437,Pune,['+919960227282']
Maharashtra,Pune,Tiffin Services,,True,Frangipani,18.5453511,73.8789649,,"['+918290688655', '+919694397572']"
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr M Bhatt,18.5204303,73.8567437,Pune,['+919320407074']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Siddhi Surgical And Pharmaceutical Distributor,18.5038829,73.9298282,"S. No. 156, Gandharv Serenity, Shop No, 14 Upper Ground Floor, Near Bhosale Garden, Hadapsar, Hadapsar,Pune411028, Dist. Pune, Maharashtra","['+919604816503', '+919604816503']"
Maharashtra,Pune,Hospital Beds,,,Kasturba Speciality Hospital,18.5710355,73.8806862,"St Francis School, Near, A/99,Kasturbasoc Off, Airport Rd, Visharant Wadi,",['+917378591700']
Maharashtra,Pune,Plasma / Blood,Contact Person: Mugave,,Sasoon Bloot Bank,18.5204303,73.8567437,Pune,['+919370182082']
Maharashtra,Pune,Tiffin Services,,True,Himani Agarwal,18.5125503,73.8392726,,['+919657299182']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr D Doshi,18.5204303,73.8567437,Pune,['+919820237951']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Pioneer Surgicals,18.505028,73.817576,"S. No. 16/3B, Poonam Chambers, Opposite Icici Bank, Behind Ranka Jewellers, Karve Road, Erandwane,Pune411004, Dist. Pune, Maharashtra","['+918600350505', '+918087450505', '+918087450505']"
Maharashtra,Pune,Hospital Beds,Notes: Oxygen beds available,True,Prakash Hospital,18.501175,73.9383481,,['+919225361919']
Maharashtra,Pune,Plasma / Blood,Contact Person: Sanjay Shinde,,Akshay Blood Bank,18.5204303,73.8567437,Pune,['+919890244939']
Maharashtra,Pune,Tiffin Services,,True,Momma'S Parsi Kitchen,18.5648549,73.9137319,,['+919970293690']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr D Rathod,18.5204303,73.8567437,Pune,['+918879148679']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Om Health Care,18.471074,73.86317439999999,"634/7A, Papal Wasti, Bibvewadi, Bibwewadi,Pune411037, Dist. Pune, Maharashtra","['+917947205400', '+919767050531']"
Maharashtra,Pune,Hospital Beds,,,Sankalp Covid Centre,18.453716,73.8202594,"Near Maharashtra Bank, Sai Candharv Hotel, Narhe, Pune.","['+919172956806', '+919527501701']"
Maharashtra,Pune,Plasma / Blood,Contact Person: Mr Dhumal,,Kem Hospital Blood Bank,18.5204303,73.8567437,Pune,['+919422085419']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr R Gwalani,18.5204303,73.8567437,Pune,['+918779835257']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Ad Health Care,18.4737898,73.8651375,"634/7 A, Bal Gopal Vidya Mandir, Ganpat Nagar, Bibvewadi,Pune411037, Dist. Pune, Maharashtra",['+917385409212']
Maharashtra,Pune,Hospital Beds,,,Sonali Memorial Hospital,18.6040803,73.75078839999999,Dange Chowk,"['+917507927474', '+918554996742']"
Maharashtra,Pune,Plasma / Blood,,,Sanjeevnai Blood Bank,18.6320627,73.84679779999999,"Bhosari, Pune",['+919702659797']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr D Kansara,18.5204303,73.8567437,Pune,['+918369846412']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Veer Distributer,18.5291524,73.82708550000001,"Gokhale Nagar , Gokhale Nagar , Pune , Pune -411018",['+919028104567']
Maharashtra,Pune,Hospital Beds,,,Pmc Approved Covid Center,18.5707038,73.76408599999999,"Orchid Hotel, Baner",[]
Maharashtra,Pune,Plasma / Blood,Contact Person: PK Shinde,,Red Plus Blood Bank,18.5204303,73.8567437,Pune,['+919921166011']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr G Kamath,18.5204303,73.8567437,Pune,['+919136575405']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Sanjivani Surgicals,18.4872127,73.8570421,"Shop No. 32, Ashoka Centre, Satara Road Opposite Hotel Navratna, Pune411009, Dist. Pune, Maharashtra",['+919422016615']
Maharashtra,Pune,Hospital Beds,,,Lokmanya Hospital,18.656163,73.7739426,"Sector No. 24, Tilak Road #Nigdi",['+919850072473']
Maharashtra,Pune,Plasma / Blood,Contact Person: Deepak Patil,,Pimpari Psi Blood Bank,18.5204303,73.8567437,Pune,['+919225507819']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr S Manglik,18.5204303,73.8567437,Pune,['+919820222384']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Star Surgicals,18.46909,73.888588,"Badshah Apartments, Shop No. 13 Behind Sheetal Petrol Pump, Meethanagar, Kondhwa,Pune411048, Dist. Pune, Maharashtra",['+918806151252']
Maharashtra,Pune,Hospital Beds,,,Prime Multispeciality Hospital,18.5435079,73.7848994,"Bus Stop, Shakuntal Chembers, Near Sus, Pune",['+919975586761']
Maharashtra,Pune,Plasma / Blood,Contact Person: Prakash,,Inlaks &Budhrani Blood Bank,18.5204303,73.8567437,Pune,['+919850224042']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr J Jain,18.5204303,73.8567437,Pune,['+917021092685']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Electromedics,18.4911361,73.8321425,"J-4/7, Vignesh Wing,, Sinhagad Road Aditya Nakoda Enclave,Pune411030, Dist. Pune, Maharashtra","['+912024251401', '+919011016695']"
Maharashtra,Pune,Hospital Beds,Notes: Isolation Beds,,Atharva Hospital,18.7316902,73.6640579,"Atharva Hospital, Talegaon, Dabhade, Pune",['+917385735137']
Maharashtra,Pune,Plasma / Blood,Contact Person: Deshpande,,I.S.I Blood Bank,18.5204303,73.8567437,Pune,['+919096039023']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr A Thakkar,18.5204303,73.8567437,Pune,['+919321470745']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Navmaharashtra Enterprises,18.5111825,73.8521908,"Shop No.15, Cts No. 1356 Near Chimnya Ganpati Chowk, Sadashiv Peth,Pune411030, Dist. Pune, Maharashtra","['+912024443225', '+918605002149']"
Maharashtra,Pune,Hospital Beds,Notes: Oxygen and Normal Beds Available,True,Shatayu Hospital,18.4664275,73.85774529999999,,['+919921482070']
Maharashtra,Pune,Plasma / Blood,Contact Person: Dr Mosalgi,,Ycm Blood Bank,18.5204303,73.8567437,Pune,['+919823038155']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr L Bhagat,18.5204303,73.8567437,Pune,['+919820732570']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Kanak Distributors,18.5117807,73.85204019999999,"No. 1254, Shop No. 1, Sadnika Society, Sadashiv Peth Near Nimbalkar Talim Chowk. Near Nimbalkar Talim Chowk, Sadashiv Peth,Pune411030, Dist. Pune, Maharashtra","['+918048944671', '+919545310252']"
Maharashtra,Pune,Hospital Beds,Notes: Oxygen beds,,Dhanawantari Hospital,18.5194438,73.8659697,"339-C, Near Rupee Coop Bank, Rasta Peth, Pune, Maharashtra 411011",['+918806666063']
Maharashtra,Pune,Plasma / Blood,,,Gholap Blood Bank,18.5204303,73.8567437,Pune,['+919822442140']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr N Shah,18.5204303,73.8567437,Pune,['+919821140656']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Kuber Distributors,18.4809136,73.89644559999999,"Akash Ganga Shop No. 3, Bhare, Mulshi,Pune412111, Dist. Pune, Maharashtra",['+919822275676']
Maharashtra,Pune,Hospital Beds,Notes: Norma beds without oxygen,,Rao Nursing Home,18.4846648,73.8588867,"Survey No. 691A-1A-1 Cts No. 1897-B, Pune - Satara Rd, Bibwewadi","['+919881719891', '+917385509944']"
Maharashtra,Pune,Plasma / Blood,Contact Person: Sangeeta,,Esi Blood Bank Aundh,18.5204303,73.8567437,Pune,['+918657485749']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr S Phanse,18.5204303,73.8567437,Pune,['+918779328220']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Cure And Care,18.503716,73.9006824,"26, Kpct Mega Commercial Complex, Near Vishal Megamart, Fatima Nagar - Vanwadi, Pune-411040","['+919860302522', '+912026860203']"
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Archita Shivanikar,,,18.565782,73.80285049999999,"E-15, Suvarnayug Loksangam Society, Nagras Road, Aundh",['+917338158075']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr J Shah,18.5204303,73.8567437,Pune,['+919869031354']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Oliver Surgicare,18.4913345,73.9306223,"Shop No C2, Gandharv Geet Complex, Ramtekdi Road, Hadapsar, Hadapsar,Pune411028, Dist. Pune, Maharashtra","['+919975599559', '+918668590968']"
Maharashtra,Pune,Plasma / Blood,Blood group: A+ ; Contact Person: Shweta Chitnis,,,18.6297811,73.7997094,Chinchwad,['+917774019356']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr N Zaveri,18.5204303,73.8567437,Pune,['+919321489748']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Siddhi Surgical And Pharmaceutical Distributor,18.5029463,73.93196999999999,"S. No. 156, Gandharv Serenity, Shop No, 14 Upper Ground Floor, Near Bhosale Garden, Hadapsar, Hadapsar,Pune411028, Dist. Pune, Maharashtra",['+919604816503']
Maharashtra,Pune,Plasma / Blood,Blood group: B+ ; Contact Person: Abhilash Kalal,,,18.5337455,73.9447344,"401, Sai Balaji Residency, Keshav Nagar, Mundhwa, Pune- 411036","['+917972244658', '+919028190892']"
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr S Ansari,18.5204303,73.8567437,Pune,['+917045720278']
Maharashtra,Pune,Oxygen,Notes: Oxygen Concentrator dealers,,Sanctus Healthcare Private Limited,18.5642329,73.8128924,"F 2 & 3, Ground Floor, Guru Teg Bahadur Co Operative Housing Society, Aundh Road, Aundh, Bopodi,Pune411020, Dist. Pune, Maharashtra",['+919595957003']
Maharashtra,Pune,Plasma / Blood,Blood group: B- ; Contact Person: Aakash,,,18.5625459,73.8029505,Flat No 19 Ameya Apartment New Dp Road Aundh,['+919767538333']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr L Kedia,18.5204303,73.8567437,Pune,['+919321470560']
Maharashtra,Pune,Oxygen,,,,18.503716,73.9006824,"C Wing Shop No 26 ,Kpct Mall,Near Vishal Mega Mart, Wanowrie, Pune, Maharashtra 411040",['+919158273152']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Vedvrat Shikarpur,,,18.4571903,73.8037286,Sinhagad Road,['+919881238849']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr B Shukla,18.5204303,73.8567437,Pune,['+919321489060']
Maharashtra,Pune,Oxygen,,True,Ashok Khatri,23.0195334,72.5211486,,['+919422301953']
Maharashtra,Pune,Plasma / Blood,Blood group: B+ ; Contact Person: Aishwarya Mirajkar,,,18.4545094,73.874495,Akashra Complex Golul Nagar,['+919420772258']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr S Halwai,18.5204303,73.8567437,Pune,['+919867379346']
Maharashtra,Pune,Oxygen,,,S S Health Care,18.5006586,73.9430084,Shukhanand Complex Shop Na 4 Gadital Hadapsar,['+918796933030']
Maharashtra,Pune,Plasma / Blood,Blood group: B+ ; Contact Person: Sangamesh,True,,17.928419,77.4825603,Pratap Nagar Naubad Bidar,['+918805482281']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr M Kotian,18.5204303,73.8567437,Pune,['+918928650290']
Maharashtra,Pune,Oxygen,,True,Mahacovid Sospune,18.4650647,73.8898143,,"['+919958470293', '+919763317456']"
Maharashtra,Pune,Plasma / Blood,Blood group: A+ ; Contact Person: Shashikant Dinesh Shinde,,,18.456525,73.7896794,F 103 Janaranjani B Nanded City,['+919028025771']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr N Kumar,18.5204303,73.8567437,Pune,['+918104605550']
Maharashtra,Pune,Oxygen,Notes: Oxygen Refill,,Dr. Amol Patil,18.5330323,73.933003,"Mundhwa, Pune, Maharashtra",['+919284918578']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Gaurav Goyal,,,18.6860277,73.74771419999999,Dehuroad,['+918446018801']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr P Bhargav,18.5204303,73.8567437,Pune,['+919833887603']
Maharashtra,Pune,Oxygen,,,Majid Shaikh,18.4695088,73.8889779,"Darq-E-Azam, Kondhwa, Pune (Will Be Available From 21/4)",['+919175395460']
Maharashtra,Pune,Plasma / Blood,Blood group: AB+ ; Contact Person: Sajith chandran,True,,,,Dehu Road Pune,['+919158002546']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr R Chauhan,18.5204303,73.8567437,Pune,['+919892135010']
Maharashtra,Pune,Oxygen,,True,Pune Viresh Nyati,18.5472173,73.89044439999999,,['+919923805955']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Karan,,,18.4949019,73.8441118,Pune Parvati,['+919527956466']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr B Kharat,18.5204303,73.8567437,Pune,['+919969471815']
Maharashtra,Pune,Oxygen,,True,Viresh Nyati,18.515503,73.92096599999999,,['+919923805955']
Maharashtra,Pune,Plasma / Blood,Blood group: B+ ; Contact Person: Shakuntala Salamate,,,18.7375763,73.67466259999999,Talegaon Dabhade,['+919284414403']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr S Dulekar,18.5204303,73.8567437,Pune,['+919892139027']
Maharashtra,Pune,Oxygen,,True,Dar-E-Marqam Charitable Trust (Majid Shaikh),18.475203,73.88039320000001,,['+919175395460']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Alisha Shah,,,18.4615814,73.8840051,"C-204, Mahaveer Delight, Ashraf Nagar, Betal Nagar, Kondwa, Pune.",['+919860153050']
Maharashtra,Pune,Other,Notes: telephonic guidance on covid-19 from 8am to 12noon,,Dr S Pandit,18.5204303,73.8567437,Pune,['+919422473277']
Maharashtra,Pune,Oxygen,,True,Dare Arqam Education Charitable Trust,18.4748465,73.8827341,,[]
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Rushabh Kothari,,,18.4615814,73.8840051,"Mahaveer Delight, Betal Nagar, Kondhwa Khurd",['+919595796718']
Maharashtra,Pune,Other,Notes: (24x7) has been initiated,True,Indian Medical Association,18.5027709,73.85649029999999,,"['+919999672238', '+919999672239']"
Maharashtra,Pune,Oxygen,,True,"Azam Tamboli Sahab Charitable Trust, Kondhwa,",18.4717702,73.8929855,,['+919422026196']
Maharashtra,Pune,Plasma / Blood,Blood group: A+ ; Contact Person: mayur salpe,,,18.1791791,74.6077971,Baramati,['+919767770009']
Maharashtra,Pune,Oxygen,,,Ashraya Hospital,18.6061292,73.7527416,"Jadhav Corner,Bhumkar Chowk,Wakad, Pune.",['+919860361640']
Maharashtra,Pune,Plasma / Blood,Blood group: B+ ; Contact Person: Mansi Shrigondekar,,,18.5045063,73.859478,747 Guruwar Peth,['+917030522970']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Kirti Agarwal,,,18.5318326,73.8973367,"202, Agate Building, Lapiz Lazuli Apartment, Lane 5, Koregaon Park, Pune",['+918411087000']
Maharashtra,Pune,Plasma / Blood,Blood group: B+ ; Contact Person: Rachit Shah,,,18.5512771,73.92098940000001,"Wadgaon Sheri, Pune",['+919763300246']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Rajesh Patil,,,18.4764385,73.89148949999999,B 18 Kumar Homes Nibm Road Kind Hawa Pune 411048,['+919325091700']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Rasika Kedar Koparde,,,18.5814029,73.8832649,"B-1006, La-Tierra Society, Aanand Park, Near Amba Nagari, Dhanori Road, Vishrantwadi, Pune",['+918552985765']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Venkat Srinivasan,,,18.5158057,73.9271644,"Magarpatta City, Hadapsar",['+919975689461']
Maharashtra,Pune,Plasma / Blood,Blood group: AB+ ; Contact Person: Priyanka Kengar,,,18.4861064,73.8018484,"132/1/10 Hirai Bungalow, Sakpal Colony, Vighnahar Society, Warje-411058 Behind Warje Telephone Exc",['+918237142554']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Akshita vaya,,,18.5210634,73.7727908,Bavdhan Patil Nagar,['+917990078981']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Neeraja Krishnaswami,,,19.2144721,72.874575,"1201, Odyssey, Raheja Reflections Phase 2",['+919619426010']
Maharashtra,Pune,Plasma / Blood,Blood group: B+ ; Contact Person: Digamber Solanki,,,18.5985629,73.9345125,Sant Nagar,['+918169934719']
Maharashtra,Pune,Plasma / Blood,Blood group: A+ ; Contact Person: Nikhil A Malwade,,,18.5120755,73.85709109999999,"68 Shukrawar Peth, Kadambari Society, Pune 411002",['+919860383848']
Maharashtra,Pune,Plasma / Blood,Blood group: B+ ; Contact Person: Nikhil,,,18.5746347,73.78061699999999,E/5 Sunshine Park Balewadi Pune 411045,['+918408946894']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Annapurna Mohanta,,,18.5758079,73.7404306,Blue Ridge,['+919439052784']
Maharashtra,Pune,Plasma / Blood,Blood group: O- ; Contact Person: Pooja popat,,,18.6135443,73.7546708,A4 Akshar Elementa Tathavade,['+919765291248']
Maharashtra,Pune,Plasma / Blood,Blood group: AB+ ; Contact Person: Vaishali Mirajkar,,,18.4497708,73.87448230000001,Gokul Nagar Katraj Kondhwa Road,['+919175800999']
Maharashtra,Pune,Plasma / Blood,Blood group: B+ ; Contact Person: Tushar Gautam,,,18.5204303,73.8567437,Pune,['+919636844000']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Harshad Joshi,,,18.4873869,73.7964421,"Warje, Near Mc Donalds, Highway",['+919158422622']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Dhana sekhar,,,18.5511264,73.94406459999999,Rakshak Nagar Kharadi,['+919139185051']
Maharashtra,Pune,Plasma / Blood,Blood group: O+ ; Contact Person: Parul,,,18.6297811,73.7997094,Chinchwad,['+919767431946']
Maharashtra,Pune,Plasma / Blood,Blood group: B+ ; Contact Person: Deepika Singh,,,18.5532282,73.7983903,Welworth Celina Baner,['+918390719597']
Maharashtra,Pune,Plasma / Blood,Blood group: A+ ; Contact Person: Lucky Hiray,,,18.430952,73.61535409999999,Malegaon,['+918262982971']
Maharashtra,Pune,Plasma / Blood,Blood group: A+ ; Contact Person: Aman Chopda,,,18.8284071,74.3747302,"Sardar Peth, Shirur , Dist- Pune 412210",['+918381071435']
Maharashtra,Pune,Plasma / Blood,Blood group: A+ ; Contact Person: Vishal,,,18.5204303,73.8567437,Pune,['+919168682614']
Maharashtra,Pune,Plasma / Blood,Blood group: A+ ; Contact Person: Mangesh Borkar,,,18.4452577,73.8610191,"Katraj Vasahat, Katraj",['+918282882626']
Maharashtra,Pune,Medicines,,True,,18.5204303,73.8567437,,[]
Maharashtra,Pune,Medicines,,True,,18.5204303,73.8567437,,[]
