General Area (State),General Area (City),Services Offered,Description,Marked for Cleaning,Distributor Name,lat,lng,Location,Distributor Contact (Phone)
Uttar Pradesh,Prayagraj,Oxygen,,True,Mayur Gases Pvt. Ltd. Virender Kumar Agrawal,,,Gorakhpur,['+919453033818']
Uttar Pradesh,Prayagraj,Hospital Beds,,,Sanjeevani Hospital,25.4358011,81.846311,Prayagraj,['+915322467258']
Uttar Pradesh,Prayagraj,Oxygen,,,Modi Chemicals & Industries,26.7455069,83.2256575,"Gida Industrial Area Phase 1, Sector -13, Sahjanwa, Uttar Pradesh 273209, India",['+919838203509']
Uttar Pradesh,Prayagraj,Hospital Beds,,,Shivshakti Hospital,25.4358011,81.846311,Prayagraj,[]
Uttar Pradesh,Prayagraj,Oxygen,,True,Radhika Air Product,,,Aligarh,['+918923335227']
Uttar Pradesh,Prayagraj,Hospital Beds,,,Ankur Hospital,25.4441473,81.7326764,"1B/26, Near Bamrauli Airport, Gt Road, Bamrauli",['+915322580429']
Uttar Pradesh,Prayagraj,Oxygen,,True,Kc Industries,,,Aligarh,['+919319032490']
Uttar Pradesh,Prayagraj,Hospital Beds,,,Dr. Arun Gupta,25.4358011,81.846311,Prayagraj,['+919415279975']
Uttar Pradesh,Prayagraj,Oxygen,,True,Radha Industrial Gases,,,Aligarh,['+919997229249']
Uttar Pradesh,Prayagraj,Hospital Beds,,,Aashirwad Hospital,25.4358011,81.846311,Prayagraj,['+919335143515']
Uttar Pradesh,Prayagraj,Oxygen,,True,Ka Gases,,,Aligarh,['+919358258029']
Uttar Pradesh,Prayagraj,Hospital Beds,,,Jeevan Jyoti Hospital,25.4358011,81.846311,Prayagraj,[]
Uttar Pradesh,Prayagraj,Oxygen,,,Imperial Gases Ltd,25.4358011,81.846311,Prayagraj,['+919415239030']
Uttar Pradesh,Prayagraj,Hospital Beds,,,Organ Hospital,25.4358011,81.846311,Prayagraj,['+919415235157']
Uttar Pradesh,Prayagraj,Oxygen,,,Pertat Gases,25.4358011,81.846311,Prayagraj,['+919415016923']
Uttar Pradesh,Prayagraj,Hospital Beds,,,Gama Chitiksa Sansthan,25.4358011,81.846311,Prayagraj,['+917947277963']
Uttar Pradesh,Prayagraj,Oxygen,,True,V. 5. Industries,,,Bareilly,['+919837002074']
Uttar Pradesh,Prayagraj,Hospital Beds,,,Ojha Hospital,25.4358011,81.846311,Prayagraj,['+917947133672']
Uttar Pradesh,Prayagraj,Oxygen,,True,5 P Industries,,,Bareilly,['+918899253909']
Uttar Pradesh,Prayagraj,Hospital Beds,,,Vatsalya Hospital,25.4529561,81.8411561,"6, 8, Elgin Rd, Civil Lines, Prayagraj",['+919415215123']
Uttar Pradesh,Prayagraj,Oxygen,,True,Inder & Company,,,Jhansi,['+918400118400']
Uttar Pradesh,Prayagraj,Hospital Beds,Notes: 21 oxygen beds,True,Kamala Nehru Memorial Hospital,25.4590264,81.8614173,,['+915322466666']
Uttar Pradesh,Prayagraj,Oxygen,,True,Murari Industrial Gases,,,Kanpur,['+919415040705']
Uttar Pradesh,Prayagraj,Hospital Beds,Notes: 80 Oxygen beds,True,Tej Bahadur Sapru Hospital,25.4726252,81.84632669999999,,['+919119800620']
Uttar Pradesh,Prayagraj,Oxygen,,True,Panki Oxygen,,,Kanpur,['+917275000022']
Uttar Pradesh,Prayagraj,Oxygen,,True,Sri Anil Babbar,,,Kanpur,['+919335732699']
Uttar Pradesh,Prayagraj,Oxygen,,,Naini Cotton Mill Plant,25.4358011,81.846311,Prayagraj,['+916394214473']
Uttar Pradesh,Prayagraj,Oxygen,,,Narayan Gas Service,25.4358011,81.846311,Prayagraj,"['+917233881234', '+919696941234']"
Uttar Pradesh,Prayagraj,Oxygen,,,Lalita Medicos,25.4321049,81.8356222,"5 Khatri Pathshala Market,, Meerapur",['+919307445594']
Uttar Pradesh,Prayagraj,Oxygen,,,Naini Oxygen Plant,25.4358011,81.846311,Prayagraj,['+918081575397']
Uttar Pradesh,Prayagraj,Oxygen,,,Mr. Sumit Luthra,25.3439219,81.89814129999999,Near By Ucem,['+918726772225']
Uttar Pradesh,Prayagraj,Oxygen,,True,Himanshi Jaiswal,25.439996,81.81991529999999,,['+919305586178']
Uttar Pradesh,Prayagraj,Oxygen,,,Triveni Oxygen,25.4363194,81.84658139999999,"160, Jeevan Jyoti, Bai Ka Bagh, Prayagraj, Uttar Pradesh",['+919935663423']
Uttar Pradesh,Prayagraj,Oxygen,,,Siddhant Enterprises,25.4363194,81.84658139999999,"160, Near Jeevan Jyoti Hospital, Rambagh, Prayagraj",['+918595151944']
Uttar Pradesh,Prayagraj,Oxygen,,,Parerhat Industries Ltd,25.3955063,81.8641932,"Catton, Sabzi Mandi, Ashok Talkis Chauraha, Naini, Prayagraj",['+917947278194']
Uttar Pradesh,Prayagraj,Oxygen,,True,Sujeet Oxygen (Private Vendor),25.437257,81.8468489,,"['+918737026009', '+917905636611']"
Uttar Pradesh,Prayagraj,Oxygen,,,Oxygen (Private Vendor),25.4461738,81.8442664,"Near Srn Hospital, Prayagraj",['+918299867391']
Uttar Pradesh,Prayagraj,Oxygen,,,Dynamics Enterprises,25.5231914,81.8644946,"Bypass Lucknow Rd, Near Kamla, Bajaj Agency & In Front Bank Of Baroda, Phaphamau",['+918045335120']
Uttar Pradesh,Prayagraj,Oxygen,,True,Oxygen Plan Gohaniya,25.437257,81.8468489,,['+919918105608']
Uttar Pradesh,Prayagraj,Oxygen,,True,Pankaj Choudhari,25.4623571,81.8682101,,"['+918737026009', '+918756400408', '+917905636611']"
Uttar Pradesh,Prayagraj,Oxygen,,,Oxygen,25.4529334,81.8348882,Civil Lines,['+917947439572']
Uttar Pradesh,Prayagraj,Oxygen,,,Oxygen,25.4547051,81.8344551,Near Pvr,"['+918299707961', '+919453900000']"
Uttar Pradesh,Prayagraj,Oxygen,,,Oxygen,25.5341192,81.8537532,Phaphamau -,"['+919695343388', '+919451000000']"
Uttar Pradesh,Prayagraj,Oxygen,,,Oxygen,25.4464455,81.877921,Tilak Nagar,[]
Uttar Pradesh,Prayagraj,Oxygen,,True,Oxygen,25.437257,81.8468489,,['+919918105608']
Uttar Pradesh,Prayagraj,Oxygen,,True,Narayan Gas Service,25.3935015,81.8658695,,"['+917233881234', '+919696941234']"
Uttar Pradesh,Prayagraj,Oxygen,,True,Lions Club,25.4539723,81.8348832,,"['+919794758380', '+916393889983']"
Uttar Pradesh,Prayagraj,Oxygen,,True,Sujeet Oxygen,25.434232,81.81366,,"['+918737026009', '+918756400408', '+917905636611']"
Uttar Pradesh,Prayagraj,Oxygen,,,Oxygen,25.4529334,81.8348882,Civil Lines,['+917947439572']
Uttar Pradesh,Prayagraj,Oxygen,,,Oxygen,25.4547051,81.8344551,Near Pvr,"['+918299707961', '+919453900000']"
Uttar Pradesh,Prayagraj,Oxygen,,,Oxygen,25.5341192,81.8537532,Phaphamau -,"['+919695343388', '+919451000000']"
Uttar Pradesh,Prayagraj,Oxygen,,,Oxygen,25.4464455,81.877921,Tilak Nagar,[]
